"","0.5:1e-04","0.5:1e-05","0.5:1e-06","0.75:1e-04","0.75:1e-05","0.75:1e-06","0.9:1e-04","0.9:1e-05","0.9:1e-06"
"1.57",1,1,1,0.86090732905834,0.621098061426197,0.358103382975964,0.00363227582996284,0.000498911084507947,6.47198383422198e-05
"1.58",1,1,1,0.870776141973968,0.63766188360137,0.374051231440454,0.00379322207279997,0.000523861359223998,6.82617254358364e-05
"1.59",1,1,1,0.880165297733427,0.654002708800022,0.390249817894025,0.00396083236528155,0.000550011920582238,7.19931727737322e-05
"1.6",1,1,1,0.889078466856701,0.670091725841493,0.406673598345124,0.00413535653747099,0.000577417434171945,7.59240022042418e-05
"1.61",1,1,1,0.8975210844482,0.685901386297232,0.423295685168312,0.00431705237992352,0.000606134863910035,8.00645215094375e-05
"1.62",1,1,1,0.905500238949356,0.701405555634795,0.440087970202506,0.00450618582485618,0.000636223557356819,8.44255469097943e-05
"1.63",1,1,1,0.913024552018083,0.716579652197128,0.457021259986913,0.00470303112772008,0.000667745333557845,8.90184265139871e-05
"1.64",1,1,1,0.920104051151052,0.731400772700448,0.474065422143,0.00490787104895085,0.000700764573449142,9.38550647461289e-05
"1.65",1,1,1,0.926750036690676,0.745847803101016,0.491189541755373,0.00512099703565583,0.000735348312862372,9.89479477857547e-05
"1.66",1,1,1,0.932974944859372,0.759901513863638,0.508362086460448,0.00534270940298853,0.000771566338166774,0.000104310170055411
"1.67",1,1,1,0.938792208440128,0.773544638860306,0.525551078821403,0.00557331751494528,0.000809491284579966,0.000109955461792044
"1.68",1,1,1,0.94421611667594,0.786761937332437,0.542724274453835,0.00581313996430532,0.000849198737180257,0.000115898217739607
"1.69",1,1,1,0.949261675893052,0.799540238561436,0.559849344271155,0.00606250475142556,0.000890767334647657,0.000122153526999735
"1.7",1,1,1,0.953944472266406,0.811868469106501,0.576894059143136,0.0063217494615817,0.000934278875762473,0.000128737204079576
"1.71",1,1,1,0.958280538042335,0.823737662681682,0.593826475208262,0.00659122144054114,0.000979818428682999,0.000135665821176856
"1.72",1,1,1,0.962286222416274,0.835140952953342,0.610615118050196,0.00687127796803244,0.00102747444302498,0.000142956741740474
"1.73",1,1,1,0.965978068134525,0.846073549740529,0.627229163943189,0.00716228642876748,0.00107733886475903,0.000150628155349497
"1.74",1,1,1,0.969372694751907,0.856532699291354,0.643638616389886,0.00746462448065444,0.00112950725394156,0.000158699113951055
"1.75",1,1,1,0.972486689334187,0.866517629485418,0.659814476218576,0.00777868021982897,0.00118407890528982,0.000167189569499904
"1.76",1,1,1,0.975336505248349,0.876029480972854,0.675728903574619,0.00810485234211444,0.00124115697160654,0.000176120413041936
"1.77",1,1,1,0.977938369537617,0.885071225402559,0.69135537023187,0.00844355030050981,0.00130084859005886,0.000185513515287616
"1.78",1,1,1,0.980308199234354,0.893647572013657,0.706668800763231,0.00879519445828925,0.00136326501130879,0.000195391768715969
"1.79",1,1,1,0.982461526824671,0.901764863963805,0.721645701243026,0.00916021623728303,0.00142852173148944,0.000205779131258188
"1.8",1,1,1,0.984413434946038,0.909430965844624,0.736264274305952,0.00953905826089685,0.00149673862701494,0.000216700671603065
"1.81",1,1,1,0.986178500275067,0.916655143887683,0.750504519555382,0.00993217449141282,0.0015680400922099,0.00022818261617219
"1.82",1,1,1,0.987770746448583,0.923447940394117,0.764348318494998,0.0103400303611011,0.00164255517973388,0.00024025239781067
"1.83",1,1,1,0.989203605758191,0.929821043927308,0.77777950334929,0.0107631028966592,0.00172041774377585,0.000252938706240768
"1.84",1,1,1,0.990489889267864,0.935787156792084,0.790783909337322,0.0112018808364827,0.00180176658598363,0.000266271540324103
"1.85",1,1,1,0.991641764926036,0.941359861286518,0.803349410166821,0.0116568647402602,0.0018867456040893,0.000280282262182907
"1.86",1,1,1,0.992670743178773,0.946553486155396,0.815465936719219,0.0121285670903698,0.00197550394318302,0.000295003653224879
"1.87",1,1,1,0.993587669538672,0.951382974599355,0.827125479096997,0.0126175123845464,0.00206819614958398,0.000310469972122251
"1.88",1,1,1,0.994402723525162,0.955863755102913,0.838322072399947,0.0131242372192781,0.00216498232724449,0.000326717014790812
"1.89",1,1,1,0.995125423365157,0.960011616240122,0.849051766783039,0.0136492903633743,0.00226602829662337,0.000343782176418617
"1.9",1,1,1,0.995764635828142,0.963842586501065,0.859312582523386,0.0141932328211462,0.00237150575594791,0.000361704515591699
"1.91",1,1,1,0.99632859056568,0.967372820058224,0.869104450984028,0.0147566378846246,0.00248159244478408,0.000380524820563943
"1.92",1,1,1,0.996824898331222,0.970618489261502,0.878429142506182,0.0153400911742335,0.00259647230981952,0.000400285677719658
"1.93",1,1,1,0.997260572470806,0.973595684516893,0.887290182386985,0.0159441906673324,0.00271633567275953,0.00042103154227513
"1.94",1,1,1,0.99764205309765,0.976320322068886,0.895692756205222,0.016569546714028,0.00284137940022422,0.000442808811265571
"1.95",1,1,1,0.997975233392611,0.978808060073053,0.903643605841832,0.0172167820396568,0.00297180707552691,0.000465665898864764
"1.96",1,1,1,0.998265487506726,0.981074223214913,0.911150917604478,0.0178865317333283,0.00310782917220442,0.000489653314080796
"1.97",1,1,1,0.998517699580543,0.98313373600629,0.918224203905803,0.01857944322192,0.00324966322915854,0.000514823740873749
"1.98",1,1,1,0.998736293436429,0.985001064772397,0.92487417996335,0.0192961762289062,0.00339753402725906,0.000541232120737645
"1.99",1,1,1,0.998925262543518,0.986690168233604,0.931112636985902,0.0200374027174091,0.00355167376724608,0.000568935737790044
"2",1,1,1,0.999088199899452,0.98821445648616,0.936952313287275,0.0208038068168498,0.00371232224876106,0.000597994306408833
"2.01",1,1,1,0.999228327517625,0.989586758097256,0.942406764725382,0.0215960847325865,0.00387972705032302,0.000628470061456721
"2.02",1,1,1,0.999348525252548,0.990819294952221,0.947490235803444,0.0224149446379229,0.00405414371005397,0.000660427851131296
"2.03",1,1,1,0.999451358738473,0.991923664425778,0.952217532693203,0.0232611065478758,0.00423583590694832,0.000693935232475629
"2.04",1,1,1,0.999539106256973,0.992910828395377,0.956603899348967,0.0241353021740943,0.00442507564246764,0.000729062569585159
"2.05",1,1,1,0.999613784387367,0.993791108572415,0.960664897778527,0.02503827476033,0.00462214342222822,0.000765883134541734
"2.06",1,1,1,0.999677172329262,0.994574187596497,0.964416293424602,0.0259707788978645,0.00482732843754097,0.000804473211104106
"2.07",1,1,1,0.999730834818846,0.995269115318179,0.967873946490987,0.0269335803203096,0.00504092874654405,0.000844912201183101
"2.08",1,1,1,0.999776143589761,0.995884319686218,0.971053709923208,0.0279274556772072,0.00526325145466222,0.000887282734124972
"2.09",1,1,1,0.999814297355279,0.99642762165547,0.973971334626739,0.0289531922858678,0.00549461289410846,0.0009316707788245
"2.1",1,1,1,0.999846340311123,0.996906253540262,0.976642382378687,0.0300115878609005,0.00573533880213406,0.00097816575868559
"2.11",1,1,1,0.999873179177695,0.997326880254354,0.979082146763674,0.0311034502209051,0.00598576449771715,0.00102686066944468
"2.12",1,1,1,0.999895598816787,0.997695622901476,0.981305582343171,0.0322295969718124,0.0062462350563679,0.00107785219986745
"2.13",1,1,1,0.9999142764712,0.998018084208766,0.983327242151574,0.0333908551663803,0.006517105482715,0.00113124085532634
"2.14",1,1,1,0.99992979468635,0.998299375328271,0.985161223503474,0.0345880609393763,0.00679874088052179,0.00118713108426138
"2.15",1,1,1,0.999942652981037,0.99854414356788,0.986821121995946,0.0358220591179954,0.00709151661977125,0.00124563140752332
"2.16",1,1,1,0.999953278340378,0.998756600651712,0.988319993498554,0.0370937028070961,0.00739581850044135,0.00130685455059265
"2.17",1,1,1,0.999962034607711,0.998940551150142,0.989670323842678,0.0384038529488566,0.00771204291257976,0.00137091757866303
"2.18",1,1,1,0.99996923085429,0.999099420760451,0.990884005851504,0.0397533778564901,0.008040596992275,0.00143794203457415
"2.19",1,1,1,0.999975128806046,0.99923628415974,0.991972323292666,0.0411431527216843,0.00838189877310414,0.00150805407956955
"2.2",1,1,1,0.999979949405921,0.999353892191673,0.992945941287308,0.0425740590954687,0.00873637733262855,0.00158138463685464
"2.21",1,1,1,0.999983878588342,0.999454698187071,0.993814902672025,0.0440469843422449,0.00910447293348982,0.00165806953791903
"2.22",1,1,1,0.999987072339684,0.99954088325504,0.994588629783464,0.0455628210667577,0.00948663715865117,0.00173824967158409
"2.23",1,1,1,0.999989661115157,0.999614380415685,0.995275931118742,0.0471224665138197,0.00988333304031275,0.00182207113572741
"2.24",1,1,1,0.99999175367863,0.999676897477272,0.995885012317723,0.0487268219406501,0.0102950351820177,0.00190968539163305
"2.25",1,1,1,0.999993440427664,0.999729938589784,0.996423490914727,0.0503767919617275,0.0107222298734546,0.00200124942090218
"2.26",1,1,1,0.999994796261587,0.999774824432927,0.996898414316636,0.0520732838661049,0.0111654151974504,0.00209692588485999
"2.27",1,1,1,0.999995883045875,0.999812711019893,0.997316280480631,0.0538172069071844,0.0116251011286329,0.00219688328637713
"2.28",1,1,1,0.999996751721598,0.999844607118399,0.997683060787055,0.0556094715649984,0.0121018096232373,0.0023012961340253
"2.29",1,1,1,0.999997444104217,0.999871390307916,0.998004224630081,0.0574509887810937,0.0125960746995148,0.00241034510846982
"2.3",1,1,1,0.999997994411734,0.999893821706569,0.998284765280089,0.0593426691661753,0.0131084425081962,0.00252421723099805
"2.31",1,1,1,0.99999843055808,0.999912559413183,0.998529226605907,0.0612854221807136,0.0136394713924499,0.00264310603407214
"2.32",1,1,1,0.999998775243759,0.999928170719424,0.998741730281479,0.0632801552887872,0.0141897319367708,0.00276721173378458
"2.33",1,1,1,0.999999046872151,0.999941143154288,0.998926003139257,0.0653277730854805,0.0147598070042214,0.00289674140408491
"2.34",1,1,1,0.99999926031654,0.999951894428384,0.99908540437084,0.0674291763982281,0.0153502917614493,0.00303190915263696
"2.35",1,1,1,0.999999427559835,0.999960781348878,0.999222952313483,0.0695852613625507,0.0159617936908879,0.00317293629815529
"2.36",1,1,1,0.999999558226209,0.999968107777792,0.999341350598385,0.0717969184726982,0.016594932589552,0.00332005154905768
"2.37",1,1,1,0.999999660021312,0.999974131706756,0.999443013472651,0.0740650316077762,0.01725034055383,0.00347349118326101
"2.38",1,1,1,0.999999739095481,0.99997907152062,0.999530090141066,0.0763904770339996,0.0179286619496717,0.00363349922893474
"2.39",1,1,1,0.999999800342349,0.99998311152063,0.999604488005932,0.0787741223837853,0.0186305533675718,0.00380032764601779
"2.4",1,1,1,0.99999984764347,0.999986406775394,0.999667894712983,0.0812168256124665,0.0193566835617446,0.00397423650828876
"2.41",1,1,1,0.999999884068012,0.99998908736481,0.999721798938577,0.0837194339334716,0.0201077333728874,0.00415549418577044
"2.42",1,1,1,0.999999912035196,0.999991262078593,0.999767509877853,0.0862827827328927,0.0208843956339314,0.00434437752723593
"2.43",1,1,1,0.99999993344596,0.999993021627207,0.999806175415323,0.08890769446443,0.0216873750581814,0.00454117204257187
"2.44",1,1,1,0.999999949789317,0.999994441418955,0.99983879897837,0.0915949775257717,0.0225173881092506,0.00474617208474037
"2.45",1,1,1,0.999999962227957,0.999995583952899,0.999866255090518,0.094345425117542,0.0233751628522008,0.00495968103107003
"2.46",1,1,1,0.999999971666911,0.999996500873111,0.999889303655081,0.0971598140860176,0.0242614387853062,0.00518201146359221
"2.47",1,1,1,0.999999978808441,0.999997234725729,0.999908603011171,0.100038903750886,0.0251769666518695,0.00541348534812436
"2.48",1,1,1,0.999999984195748,0.999997820456343,0.999924721813099,0.102983434719391,0.0261225082315247,0.0056544342117929
"2.49",1,1,1,0.999999988247683,0.999998286681491,0.999938149791165,0.105994127688268,0.0270988361104768,0.00590519931867006
"2.5",1,1,1,0.999999991286189,0.999998656764455,0.999949307456907,0.109071682234971,0.0281067334301404,0.00616613184318715
"2.51",1,1,1,0.999999993557946,0.999998949722253,0.999958554819246,0.112216775599723,0.029146993613655,0.00643759304097646
"2.52",1,1,1,0.999999995251366,0.999999180987597,0.99996619917983,0.115430061460008,0.030220420069771,0.0067199544167732
"2.53",1,1,1,0.9999999965099,0.99999936304676,0.999972502076452,0.118712168699211,0.0313278258736188,0.00701359788900402
"2.54",1,1,1,0.999999997442425,0.999999505971693,0.999977685442904,0.122063700171118,0.0324700334238957,0.00731891595066747
"2.55",1,1,1,0.999999998131312,0.999999617862373,0.99998193705216,0.125485231462118,0.0336478740760269,0.00763631182610292
"2.56",1,1,1,0.999999998638681,0.999999705213253,0.999985415307638,0.128977309652953,0.034862187750879,0.00796619962322909
"2.57",1,1,1,0.999999999011233,0.999999773215792,0.999988253444461,0.132540452081961,0.0361138225186366,0.00830900448082217
"2.58",1,1,1,0.999999999283962,0.999999826007349,0.999990563199489,0.136175145111789,0.0374036341574718,0.00866516271038709
"2.59",1,1,1,0.999999999483009,0.99999986687525,0.999992438005298,0.139881842901606,0.0387324856866768,0.00903512193216516
"2.6",1,1,1,0.999999999627839,0.999999898423536,0.999993955759641,0.143660966186922,0.0401012468739529,0.00941934120480981
"2.61",1,1,1,0.999999999732898,0.999999922708745,0.999995181218001,0.147512901069122,0.0415107937165902,0.00981829114824617
"2.62",1,1,1,0.999999999808875,0.999999941350106,0.999996168053088,0.151437997816913,0.042962007896304,0.0102324540592217
"2.63",1,1,1,0.999999999863651,0.999999955618665,0.999996960621273,0.155436569681897,0.0444557762075334,0.0106623240190424
"2.64",1,1,1,0.999999999903022,0.999999966509133,0.999997595472267,0.159508891730507,0.0459929899590497,0.0111084069929775
"2.65",1,1,1,0.999999999931233,0.999999974797593,0.999998102634834,0.163655199694617,0.0475745443487587,0.0115712209208066
"2.66",1,1,1,0.999999999951386,0.999999981087719,0.999998506707903,0.167875688843129,0.0492013378116346,0.0120512957979704
"2.67",1,1,1,0.999999999965736,0.999999985847641,0.999998827783331,0.172170512876858,0.0508742713407559,0.0125491737467806
"2.68",1,1,1,0.999999999975925,0.999999989439281,0.999999082223581,0.176539782849106,0.0525942477814759,0.0130654090771328
"2.69",1,1,1,0.999999999983135,0.999999992141591,0.999999283314879,0.180983566114256,0.0543621710987963,0.013600568336158
"2.7",1,1,1,0.999999999988222,0.99999999416892,0.999999441813911,0.185501885306808,0.0561789456180767,0.014155230346244
"2.71",1,1,1,0.9999999999918,0.99999999568547,0.999999566403854,0.190094717353192,0.0580454752392547,0.0147299862308476
"2.72",1,1,1,0.999999999994308,0.999999996816648,0.999999664073489,0.194761992518787,0.0599626626248129,0.0153254394275172
"2.73",1,1,1,0.999999999996062,0.999999997657931,0.999999740431311,0.199503593492489,0.061931408361785,0.0159422056875338
"2.74",1,1,1,0.999999999997283,0.999999998281794,0.999999799964901,0.204319354511208,0.0639526100981471,0.0165809130615848
"2.75",1,1,1,0.999999999998132,0.999999998743079,0.999999846254392,0.209209060526631,0.0660271616540056,0.0172422018708722
"2.76",1,1,1,0.999999999998719,0.999999999083157,0.999999882147554,0.214172446416575,0.0681559521080479,0.01792672466306
"2.77",1,1,1,0.999999999999125,0.999999999333142,0.999999909902938,0.219209196243221,0.0703398648597896,0.0186351461524664
"2.78",1,1,1,0.999999999999404,0.999999999516363,0.999999931306508,0.224318942560487,0.07257977666821,0.0193681431439038
"2.79",1,1,1,0.999999999999595,0.999999999650256,0.999999947766358,0.229501265772745,0.0748765566674375,0.0201264044395719
"2.8",1,1,1,0.999999999999726,0.999999999747812,0.999999960389384,0.234755693547065,0.077231065360206,0.0209106307284168
"2.81",1,1,1,0.999999999999815,0.999999999818684,0.999999970043139,0.24008170028107,0.0796441535898731,0.0217215344573657
"2.82",1,1,1,0.999999999999876,0.999999999870018,0.999999977405574,0.245478706628479,0.0821166614918584,0.0225598396838617
"2.83",1,1,1,0.999999999999917,0.99999999990709,0.999999983004909,0.250946079084313,0.0846494174254212,0.0234262819091232
"2.84",1,1,1,0.999999999999944,0.999999999933782,0.999999987251481,0.256483129631661,0.0872432368867726,0.024321607891566
"2.85",1,1,1,0.999999999999963,0.999999999952944,0.999999990463105,0.262089115451873,0.0898989214045816,0.0252465754398359
"2.86",1,1,1,0.999999999999975,0.99999999996666,0.999999992885209,0.267763238699881,0.0926172574189954,0.0262019531849086
"2.87",1,1,1,0.999999999999984,0.999999999976447,0.999999994706753,0.273504646346353,0.0953990151453783,0.0271885203307335
"2.88",1,1,1,0.999999999999989,0.99999999998341,0.999999996072791,0.279312430088203,0.0982449474240213,0.0282070663829076
"2.89",1,1,1,0.999999999999993,0.999999999988349,0.999999997094341,0.285185626328931,0.10115578855716,0.0292583908548862
"2.9",1,1,1,0.999999999999995,0.999999999991842,0.999999997856117,0.291123216230149,0.104132253134685,0.0303433029512568
"2.91",1,1,1,0.999999999999997,0.999999999994305,0.999999998422569,0.297124125835507,0.107175034850026,0.031462621227619
"2.92",1,1,1,0.999999999999998,0.999999999996036,0.999999998842584,0.303187226268157,0.1102848053077,0.0326171732266423
"2.93",1,1,1,0.999999999999999,0.999999999997249,0.999999999153132,0.309311334002741,0.113462212824154,0.0338077950898927
"2.94",1,1,1,0.999999999999999,0.999999999998096,0.999999999382089,0.315495211212758,0.116707881223518,0.0350353311450491
"2.95",1,1,1,0.999999999999999,0.999999999998687,0.99999999955041,0.321737566194063,0.120022408629997,0.0363006334681558
"2.96",1,1,1,1,0.999999999999097,0.999999999673799,0.32803705386506,0.123406366258665,0.03760456142059
"2.97",1,1,1,1,0.999999999999381,0.99999999976399,0.334392276344073,0.126860297206484,0.0389479811604556
"2.98",1,1,1,1,0.999999999999577,0.999999999829727,0.340801783604179,0.130384715245434,0.0403317651281463
"2.99",1,1,1,1,0.999999999999711,0.999999999877501,0.34726407420566,0.133980103619673,0.0417567915058579
"3",1,1,1,1,0.999999999999804,0.999999999912121,0.3537775961061,0.137646913848723,0.043223943650871
"3.01",1,1,1,1,0.999999999999867,0.999999999937136,0.360340747547949,0.141385564538685,0.0447341095024597
"3.02",1,1,1,1,0.99999999999991,0.999999999955159,0.366951878023256,0.145196440203572,0.0462881809623258
"3.03",1,1,1,1,0.99999999999994,0.999999999968106,0.373609289315125,0.149079890098859,0.0478870532485074
"3.04",1,1,1,1,0.999999999999959,0.999999999977379,0.380311236615226,0.15303622706939,0.0495316242227435
"3.05",1,1,1,1,0.999999999999973,0.999999999984003,0.387055929716606,0.15706572641382,0.051222793691337
"3.06",1,1,1,1,0.999999999999982,0.999999999988719,0.393841534280826,0.161168624767807,0.0529614626795997
"3.07",1,1,1,1,0.999999999999988,0.999999999992068,0.400666173178324,0.165345119008167,0.0547485326800148
"3.08",1,1,1,1,0.999999999999992,0.999999999994439,0.407527927900704,0.169595365180249,0.0565849048743071
"3.09",1,1,1,1,0.999999999999995,0.999999999996112,0.414424840043526,0.173919477450801,0.0584714793296632
"3.1",1,1,1,1,0.999999999999997,0.99999999999729,0.421354912857983,0.178317527088583,0.0604091541693997
"3.11",1,1,1,1,0.999999999999998,0.999999999998117,0.428316112869701,0.182789541475032,0.0623988247184351
"3.12",1,1,1,1,0.999999999999999,0.999999999998695,0.435306371562744,0.18733550314725,0.0644413826239795
"3.13",1,1,1,1,0.999999999999999,0.999999999999098,0.442323587126739,0.191955348875591,0.0665377149519163
"3.14",1,1,1,1,0.999999999999999,0.999999999999379,0.449365626264887,0.196648968778127,0.0686887032594081
"3.15",1,1,1,1,1,0.999999999999573,0.456430326060472,0.201416205474241,0.0708952226443239
"3.16",1,1,1,1,1,0.999999999999708,0.463515495899367,0.206256853279591,0.0731581407721495
"3.17",1,1,1,1,1,0.9999999999998,0.470618919445814,0.211170657444646,0.0754783168810991
"3.18",1,1,1,1,1,0.999999999999864,0.477738356668719,0.216157313438987,0.0778566007662204
"3.19",1,1,1,1,1,0.999999999999908,0.484871545915493,0.221216466283501,0.0802938317433413
"3.2",1,1,1,1,1,0.999999999999937,0.492016206030361,0.226347709932586,0.0827908375937795
"3.21",1,1,1,1,1,0.999999999999958,0.499170038513985,0.231550586708404,0.0853484334907961
"3.22",1,1,1,1,1,0.999999999999972,0.506330729721056,0.236824586789194,0.087967420908846
"3.23",1,1,1,1,1,0.999999999999981,0.513495953092468,0.242169147753582,0.0906485865167361
"3.24",1,1,1,1,1,0.999999999999987,0.520663371418542,0.247583654182753,0.0933927010558773
"3.25",1,1,1,1,1,0.999999999999992,0.527830639129713,0.2530674373223,0.0962005182048734
"3.26",1,1,1,1,1,0.999999999999994,0.534995404610962,0.258619774805472,0.099072773431762
"3.27",1,1,1,1,1,0.999999999999996,0.542155312536241,0.264239890439461,0.102010182835278
"3.28",1,1,1,1,1,0.999999999999998,0.549308006219038,0.269926954056289,0.105013441976588
"3.29",1,1,1,1,1,0.999999999999998,0.556451129975187,0.275680081429752,0.108083224702983
"3.3",1,1,1,1,1,0.999999999999999,0.563582331493976,0.281498334259795,0.111220181965105
"3.31",1,1,1,1,1,0.999999999999999,0.570699264213539,0.287380720225558,0.114424940629328
"3.32",1,1,1,1,1,1,0.577799589696518,0.293326193108263,0.11769810228696
"3.33",1,1,1,1,1,1,0.584880980001948,0.299333652984965,0.12104024206202
"3.34",1,1,1,1,1,1,0.591941120049274,0.305401946494095,0.124451907419365
"3.35",1,1,1,1,1,1,0.598977709970465,0.311529867173579,0.127933616975021
"3.36",1,1,1,1,1,1,0.60598846744612,0.317716155872215,0.131485859310597
"3.37",1,1,1,1,1,1,0.612971130021569,0.323959501234816,0.135109091793728
"3.38",1,1,1,1,1,1,0.619923457398865,0.330258540261568,0.138803739406525
"3.39",1,1,1,1,1,1,0.626843233700785,0.336611858941812,0.142570193584057
"3.4",1,1,1,1,1,1,0.633728269702794,0.343017992962421,0.146408811064916
"3.41",1,1,1,1,1,1,0.640576405029159,0.349475428490705,0.15031991275597
"3.42",1,1,1,1,1,1,0.647385510309348,0.355982603031711,0.154303782613419
"3.43",1,1,1,1,1,1,0.654153489290978,0.362537906359592,0.158360666542313
"3.44",1,1,1,1,1,1,0.660878280905647,0.369139681522558,0.162490771316693
"3.45",1,1,1,1,1,1,0.667557861284099,0.3757862259208,0.166694263522557
"3.46",1,1,1,1,1,1,0.674190245717193,0.382475792456638,0.170971268525861
"3.47",1,1,1,1,1,1,0.680773490559387,0.389206590755931,0.175321869467748
"3.48",1,1,1,1,1,1,0.687305695071463,0.395976788459669,0.179746106289251
"3.49",1,1,1,1,1,1,0.693785003199363,0.402784512584558,0.18424397478768
"3.5",1,1,1,1,1,1,0.700209605286186,0.40962785095116,0.188815425706904
"3.51",1,1,1,1,1,1,0.706577739714513,0.416504853678075,0.193460363863743
"3.52",1,1,1,1,1,1,0.71288769447635,0.423413534740458,0.19817864731265
"3.53",1,1,1,1,1,1,0.719137808668168,0.430351873591073,0.202970086550874
"3.54",1,1,1,1,1,1,0.725326473908681,0.437317816841841,0.207834443766228
"3.55",1,1,1,1,1,1,0.731452135677154,0.444309280003808,0.212771432129586
"3.56",1,1,1,1,1,1,0.737513294570208,0.451324149283226,0.217780715134196
"3.57",1,1,1,1,1,1,0.743508507475292,0.458360283431354,0.222861905983819
"3.58",1,1,1,1,1,1,0.749436388659117,0.465415515645464,0.228014567031732
"3.59",1,1,1,1,1,1,0.755295610769621,0.472487655518329,0.233238209272471
"3.6",1,1,1,1,1,1,0.761084905750125,0.479574491033466,0.238532291888243
"3.61",1,1,1,1,1,1,0.766803065664596,0.486673790603175,0.243896221851791
"3.62",1,1,1,1,1,1,0.772448943433127,0.493783305146374,0.249329353587475
"3.63",1,1,1,1,1,1,0.778021453476887,0.500900770203085,0.254830988692215
"3.64",1,1,1,1,1,1,0.783519572272037,0.508023908082369,0.260400375717926
"3.65",1,1,1,1,1,1,0.788942338812307,0.515150430040345,0.266036710016903
"3.66",1,1,1,1,1,1,0.794288854980085,0.522278038484896,0.271739133651594
"3.67",1,1,1,1,1,1,0.799558285826089,0.529404429203593,0.277506735370091
"3.68",1,1,1,1,1,1,0.804749859757912,0.536527293611231,0.283338550648522
"3.69",1,1,1,1,1,1,0.809862868637866,0.543644321013348,0.289233561801472
"3.7",1,1,1,1,1,1,0.814896667790778,0.550753200882112,0.295190698161462
"3.71",1,1,1,1,1,1,0.81985067592259,0.557851625140714,0.301208836328309
"3.72",1,1,1,1,1,1,0.824724374950752,0.564937290452602,0.30728680048919
"3.73",1,1,1,1,1,1,0.829517309747616,0.572007900511707,0.31342336281005
"3.74",1,1,1,1,1,1,0.834229087798203,0.579061168329827,0.319617243898835
"3.75",1,1,1,1,1,1,0.838859378773884,0.586094818517308,0.325867113340967
"3.76",1,1,1,1,1,1,0.843407914023662,0.593106589553244,0.332171590307339
"3.77",1,1,1,1,1,1,0.847874485984952,0.600094236041273,0.338529244234879
"3.78",1,1,1,1,1,1,0.852258947515836,0.607055530947172,0.344938595579752
"3.79",1,1,1,1,1,1,0.856561211150988,0.613988267814474,0.351398116642965
"3.8",1,1,1,1,1,1,0.860781248283556,0.620890262954292,0.357906232468112
"3.81",1,1,1,1,1,1,0.864919088275418,0.627759357605616,0.364461321810813
"3.82",1,1,1,1,1,1,0.868974817498416,0.634593420062465,0.371061718179211
"3.83",1,1,1,1,1,1,0.872948578309173,0.641390347764155,0.377705710944865
"3.84",1,1,1,1,1,1,0.876840567960348,0.64814806934528,0.384391546523045
"3.85",1,1,1,1,1,1,0.880651037451143,0.654864546641774,0.391117429621507
"3.86",1,1,1,1,1,1,0.884380290320087,0.661537776649785,0.397881524556466
"3.87",1,1,1,1,1,1,0.888028681383111,0.668165793433985,0.404681956634512
"3.88",1,1,1,1,1,1,0.89159661542007,0.674746669982164,0.411516813598944
"3.89",1,1,1,1,1,1,0.895084545812894,0.681278520003009,0.41838414713892
"3.9",1,1,1,1,1,1,0.898492973138608,0.687759499664077,0.425281974459671
"3.91",1,1,1,1,1,1,0.901822443720526,0.69418780926715,0.432208279911863
"3.92",1,1,1,1,1,1,0.905073548140956,0.700561694858254,0.439161016678051
"3.93",1,1,1,1,1,1,0.908246919718751,0.706879449769727,0.446138108514105
"3.94",1,1,1,1,1,1,0.911343232955118,0.713139416091963,0.45313745154322
"3.95",1,1,1,1,1,1,0.914363201951047,0.719339986072498,0.460156916100153
"3.96",1,1,1,1,1,1,0.917307578799771,0.725479603440354,0.467194348623069
"3.97",1,1,1,1,1,1,0.920177151957629,0.731556764653635,0.474247573590356
"3.98",1,1,1,1,1,1,0.922972744596704,0.737570020068599,0.481314395499603
"3.99",1,1,1,1,1,1,0.925695212942579,0.743517975028551,0.48839260088587
"4",1,1,1,1,1,1,0.92834544460053,0.749399290871124,0.495479960376157
