"Image Location","Analysis Region","Algorithm Name","Object Id","XMin","XMax","YMin","YMax","ALL THREE GENES ","NO CHRNB4 ALL THREE GENES","NO CHRNB4 BHLHE22 & CCK","NO CHRNB4 CHAT & CCK","NO CHRNB4 CHAT & BHLHE22","NO CHRNB4 CCK","NO CHRNB4 BHLHE22","NO FLOURESCENCE","BHLHE22 & CCK","CCK","BHLHE22","JUST CHRNB4","CHAT & CCK","CHAT","CHAT & BHLHE22","NO CHRNB4 CHAT","20x DAPI Positive","20x DAPI Positive Nucleus","20x DAPI Nucleus Intensity","20x DAPI Positive Cytoplasm","20x DAPI Cytoplasm Intensity","25xSil Opal 520 Copies","25xSil Opal 520 Area (µm²)","25xSil Opal 520 Classification","25xSil Opal 520 Cell Intensity","25xSil Opal 520 Avg Intensity","20x Opal 570 Copies","20x Opal 570 Area (µm²)","20x Opal 570 Classification","20x Opal 570 Cell Intensity","20x Opal 570 Avg Intensity","20x Opal 620 Copies","20x Opal 620 Area (µm²)","20x Opal 620 Classification","20x Opal 620 Cell Intensity","20x Opal 620 Avg Intensity","20x Opal 690 Copies","20x Opal 690 Area (µm²)","20x Opal 690 Classification","20x Opal 690 Cell Intensity","20x Opal 690 Avg Intensity","Cell Area (µm²)","Cytoplasm Area (µm²)","Nucleus Area (µm²)","Nucleus Perimeter (µm)","Nucleus Roundness"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","519","2223","2247","2168","2191","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","1199.3624","0","207.46306","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","77.9975","64.891365","13.106137","16.0272","0.842051"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","520","2300","2324","2180","2206","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","1187.6118","0","290.66626","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","92.33662","72.92857","19.408043","19.660032","0.851739"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","521","1980","2021","2190","2225","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","1517.4073","0","403.17578","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","185.63222","125.216125","60.416096","41.457024","0.611511"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","522","2269","2306","2201","2249","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","1719.1803","0","363.0327","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.593658","1","295.00226","496.92307","228.14725","143.80219","84.34507","51.28704","0.63291"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","523","2207","2247","2208","2243","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","1403.3683","0","334.86386","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","199.65167","120.421196","79.230484","42.098114","0.784452"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","524","2052","2076","2209","2235","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1404.7726","0","351.96237","3","3.379283","1","1591.9161","435.75","1","0.319662","1","95.25924","298","0","0","0","0","0","0","0","0","0","0","74.48122","52.19622","22.285","22.224384","0.751407"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","525","2244","2272","2215","2243","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","1253.9823","0","299.70236","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","114.53029","81.01145","33.518833","26.284609","0.805116"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","526","2036","2066","2217","2244","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","1312.9275","0","298.2216","4","4.201271","1","1535.7471","365.5435","6","4.338268","2","2041.6804","470.62106","0","0","0","0","0","2","3.333617","1","1934.411","580.274","94.985245","63.475716","31.50953","27.780481","0.732265"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","527","2124","2153","2264","2290","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","1150.7173","0","219.4359","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99.68884","80.1438","19.54504","23.079168","0.59043"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","528","2214","2245","2276","2298","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","1206.1848","0","325.30566","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","106.40174","64.38904","42.012703","28.207872","0.745694"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","529","2215","2252","2296","2316","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","860.93475","0","363.8612","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99.41485","65.80468","33.610165","28.635265","0.59621"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","530","2138","2164","2320","2348","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","1722.4133","0","393.5454","1","0.547992","1","145.17216","264.91666","16","10.046516","4","8546.435","850.68634","0","0","0","0","0","1","0.365328","1","167.77682","459.25","97.63387","74.435555","23.19832","23.079168","0.692531"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","531","2111","2143","2334","2360","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","1108.008","0","320.46585","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","121.106186","86.94803","34.158157","26.925697","0.736563"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","532","2159","2187","2337","2363","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1366.2349","0","432.76328","15","25.892612","4","13652.12","527.2593","52","27.216927","4","27622.258","1014.89264","0","0","0","0","0","0","0","0","0","0","85.12139","54.981846","30.13955","25.429825","0.851627"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","533","2166","2200","2347","2369","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1614.8342","0","370.66818","10","22.787325","3","10965.727","481.22043","40","25.298954","4","20766.97","820.8628","0","0","0","0","0","0","0","0","0","0","84.52773","50.095585","34.43215","28.42157","0.646462"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","534","2160","2197","2368","2401","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1504.1669","0","330.12344","1","0.91332","1","424.64798","464.95","1","0.776322","1","468.62433","603.64703","0","0","0","0","0","0","0","0","0","0","171.52144","102.8398","68.68164","40.388546","0.75223"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","535","2307","2334","2370","2406","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","1277.7648","0","264.18256","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","132.84235","97.31421","35.528133","29.91744","0.626467"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","536","1996","2024","2385","2403","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","1647.0731","0","343.99915","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","77.40384","54.296856","23.106987","20.94221","0.736636"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","537","2884","2921","1998","2032","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1180.4156","0","262.56226","0","0","0","0","0","1","0.958986","1","300.89316","313.7619","0","0","0","0","0","0","0","0","0","0","171.97809","112.977646","59.00045","37.183105","0.726991"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","538","2806","2835","2018","2046","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","1070.5854","0","198.47865","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","113.93663","84.52773","29.408894","24.361345","0.800542"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","539","2951","2981","2240","2285","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","2278.466","0","538.64056","0","0","0","0","0","1","0.502326","1","140.37723","279.45456","0","0","0","0","0","0","0","0","0","0","201.52399","126.67744","74.84655","40.815937","0.687155"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","540","2890","2921","2291","2329","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1535.5223","0","352.36545","0","0","0","0","0","3","1.598309","1","475.1089","297.25714","0","0","0","0","0","0","0","0","0","0","176.31636","112.840645","63.475716","35.473537","0.841613"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","541","2939","2971","2315","2357","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","1344.0746","0","258.79135","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","199.10368","122.5675","76.53619","39.320065","0.76455"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","542","2786","2820","2318","2355","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","1505.5406","0","297.82635","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","180.65463","113.34297","67.31166","36.755714","0.876821"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","543","2976","3011","2332","2368","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","1449.8477","0","307.53137","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.639324","1","298.92953","467.57144","181.56795","113.525635","68.04231","36.755714","0.917428"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","544","1014","1037","2476","2502","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","2576.8","0","332.76715","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3.424949","1","2832.524","827.0267","90.60131","72.56325","18.038063","18.805248","0.761721"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","545","1023","1050","2503","2532","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","1685.16","0","365.07166","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","107.31506","82.19877","25.116291","23.079168","0.700719"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","546","1111","1142","2510","2538","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","2721.147","0","528.4674","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","123.11549","91.74296","31.37253","27.139393","0.686608"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","547","1177","1204","2511","2538","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","2790.723","0","639.00507","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","102.38313","72.06092","30.322212","25.21613","0.781954"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","548","1075","1106","2571","2602","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","2377.874","0","526.1436","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","141.15355","97.31421","43.839344","29.91744","0.841894"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","549","1058","1085","2601","2630","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","3203.6526","0","656.777","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1.187316","1","600.27936","505.57693","120.23853","88.044014","32.19452","24.361345","0.814474"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","550","1048","1077","2635","2663","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","1985.6902","0","366.9852","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","109.23303","83.294754","25.938278","23.720257","0.747403"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","551","1111","1137","2650","2679","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","2101.5396","0","356.9667","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","102.474464","71.33027","31.144201","26.070913","0.648906"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","552","1002","1024","2758","2784","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","2995.784","0","441.05066","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","84.8474","69.41229","15.435102","16.66829","0.779879"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","553","1464","1498","2391","2421","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","1870.3832","0","320.5592","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1.506977","1","940.6736","624.2121","146.40514","100.2825","46.122643","30.772224","0.798857"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","554","1512","1534","2404","2429","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","1359.7292","0","232.18797","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","77.9975","65.34802","12.649477","15.813504","0.765882"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","555","1423","1460","2405","2434","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","2197.586","0","399.07428","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.502326","1","253.5832","504.81818","142.4322","102.06348","40.36873","32.0544","0.635397"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","556","1581","1607","2406","2436","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","1144.3829","0","375.57733","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","110.55734","83.84274","26.7146","23.506561","0.77319"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","557","1281","1308","2416","2439","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","1028.3069","0","207.02974","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","89.413994","72.15225","17.261742","18.805248","0.735591"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","558","1545","1577","2484","2513","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","2135.6843","0","381.13818","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","133.89267","93.52393","40.36873","28.207872","0.88557"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","559","1244","1272","2492","2520","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","2767.7957","0","459.63995","0","0","0","0","0","1","0.776322","1","237.28046","305.64706","0","0","0","0","0","0","0","0","0","0","114.301956","84.34507","29.956884","23.506561","0.880149"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","560","1447","1477","2505","2533","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","1845.3713","0","395.32938","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","110.05502","84.8474","25.207623","25.64352","0.666662"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","561","1486","1509","2505","2530","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","1278.8193","0","335.11893","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","84.16241","69.503624","14.658781","17.523073","0.681998"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","562","1212","1241","2509","2534","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","2214.737","0","332.4159","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","110.05502","82.79243","27.262592","22.651777","0.789593"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","563","1526","1561","2523","2559","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1751.2697","0","337.9477","0","0","0","0","0","1","0.639324","1","172.29776","269.5","0","0","0","0","0","0","0","0","0","0","159.05463","96.90321","62.1514","36.32832","0.825015"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","564","1376","1402","2535","2561","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","1978.9905","0","377.90668","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","93.615265","74.389885","19.22538","20.514816","0.771029"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","565","1305","1328","2539","2564","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","1328.3817","0","254.82469","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","80.46346","66.946335","13.517131","17.09568","0.734653"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","566","1573","1600","2541","2567","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","1192.6083","0","244.73732","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","98.410194","76.490524","21.919672","21.3696","0.818281"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","567","1479","1503","2543","2568","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","1243.0562","0","220.96954","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","84.39074","68.955635","15.435102","17.736769","0.775559"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","568","1508","1540","2543","2569","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","1416.0416","0","343.10187","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","106.44741","73.52223","32.925175","26.925697","0.730082"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","569","1276","1302","2583","2609","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","1802.4017","0","314.75766","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","95.53323","74.61822","20.91502","19.660032","0.862797"
