"Image Location","Analysis Region","Algorithm Name","Object Id","XMin","XMax","YMin","YMax","No Fluoro Nuclei","POU4F1+ Nuclei","SEMA3D+ Nuclei","SEMA3D+POU4F1-","TLE2+ Nuclei","TLE2+POU4F1-","ONECUT2+ Nuclei","ONECUT2+POU4F1-","SEMA3D+TLE2+","SEMA3D+TLE2+POU4F1-","SEMA3D+ONECUT2+","SEMA3D+ONECUT2+POU4F1-","TLE2+ONECUT2+","TLE2+ONECUT2+POU4F1-","SEMA3D+TLE2+ONECUT2+","POU4F1-SEMA3D+TLE2+ONECUT2+","20x DAPI Positive","20x DAPI Positive Nucleus","20x DAPI Nucleus Intensity","20x DAPI Positive Cytoplasm","20x DAPI Cytoplasm Intensity","POU4F1 - 520 Copies","POU4F1 - 520 Area (µm²)","POU4F1 - 520 Classification","POU4F1 - 520 Cell Intensity","POU4F1 - 520 Avg Intensity","SEMA3D - 570 Copies","SEMA3D - 570 Area (µm²)","SEMA3D - 570 Classification","SEMA3D - 570 Cell Intensity","SEMA3D - 570 Avg Intensity","TLE2 - 620 Copies","TLE2 - 620 Area (µm²)","TLE2 - 620 Classification","TLE2 - 620 Cell Intensity","TLE2 - 620 Avg Intensity","ONECUT2 - 690 Copies","ONECUT2 - 690 Area (µm²)","ONECUT2 - 690 Classification","ONECUT2 - 690 Cell Intensity","ONECUT2 - 690 Avg Intensity","Cell Area (µm²)","Cytoplasm Area (µm²)","Nucleus Area (µm²)","Nucleus Perimeter (µm)","Nucleus Roundness"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","18450","3797","3826","13290","13320","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","3574.6494","0","233.18341","0","0","0","0","0","0","0","0","0","0","1","0.325963","1","266.21857","816.7143","0","0","0","0","0","130.10576","87.59089","42.514877","28.484526","0.880179"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","18451","3941","3964","13314","13335","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2293.5305","0","203.44295","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","71.75841","58.766453","12.99195","15.537014","0.8465"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","18452","8869","8890","12942","12968","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","3016.86","0","336.42206","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","73.80731","53.17852","20.628796","19.852852","0.846707"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","18453","8884","8911","12949","12976","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","3321.3438","0","410.45956","0","0","0","0","0","0","0","0","0","0","1","0.325963","1","209.36131","642.2857","1","0.325963","1","246.89362","757.4286","105.28602","69.10413","36.18188","25.895023","0.799257"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","18454","8907","8933","12977","13000","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","777.11084","0","87.469696","0","0","0","0","0","3","0.60536","1","1886.2542","3115.923","0","0","0","0","0","0","0","0","0","0","87.358055","67.61402","19.744038","19.421268","0.813374"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","18455","8795","8826","13024","13050","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","3450.6736","0","289.40402","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0.83819","1","713.3465","851.05554","113.06256","81.2579","31.804667","26.326607","0.754447"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","18456","8790","8817","13111","13139","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","3496.626","0","246.52647","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","98.301094","62.44518","35.85592","27.83715","0.812787"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","18457","8847","8879","13111","13144","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2013.7083","0","243.33876","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","150.1292","94.43611","55.69309","33.23195","0.912247"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","18458","8822","8852","13127","13155","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","3478.9595","0","272.43604","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","119.72152","81.90982","37.811695","27.621359","0.857506"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","18459","8881","8905","13140","13162","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","556.4545","0","102.33813","0","0","0","0","0","0","0","0","0","0","4","2.04891","2","2707.634","1321.5","0","0","0","0","0","76.415016","61.56042","14.854595","16.831766","0.829856"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","18460","8827","8861","13197","13223","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","3376.564","0","288.85382","0","0","0","0","0","0","0","0","0","0","3","2.04891","1","1727.9293","843.3409","0","0","0","0","0","131.26991","90.15202","41.117893","29.779278","0.697213"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","18461","8919","8942","13263","13284","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2025.7853","0","180.52054","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","70.08202","55.55339","14.528632","16.40018","0.826015"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","18462","8890","8916","13265","13290","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","2383.6743","0","262.56537","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.791624","1","717.2115","906","93.27196","71.24618","22.02578","21.579185","0.805337"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","18463","6361","6397","12956","12986","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","3562.2336","0","261.33365","0","0","0","0","0","11","2.142042","3","6269.105","2926.6956","11","6.752089","3","6683.3105","989.8138","0","0","0","0","0","156.3225","99.51182","56.810677","34.095116","0.787206"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","18464","6113","6146","12960","12982","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","3304.2632","0","365.56024","0","0","0","0","0","0","0","0","0","0","29","14.109537","4","17684.047","1253.34","0","0","0","0","0","108.918175","61.839817","47.078358","31.074028","0.728987"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","18465","6333","6355","12964","12985","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","787.0621","0","113.68102","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","71.153046","58.393925","12.759119","15.537014","0.856706"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","18466","6114","6147","12980","13001","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","3498.6396","0","273.8835","0","0","0","0","0","0","0","0","0","0","5","2.8871","2","2968.2646","1028.1129","2","1.490116","1","1196.051","802.65625","99.46525","58.766453","40.698795","29.347694","0.720859"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","18467","6218","6243","12977","13000","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","2903.869","0","234.22502","0","0","0","0","0","0","0","0","0","0","17","8.288771","4","10227.971","1233.9551","0","0","0","0","0","84.75035","66.63613","18.114223","19.421268","0.736436"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","18468","6328","6362","13000","13026","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","3509.5251","0","233.2748","0","0","0","0","0","0","0","0","0","0","25","11.920929","4","14913.827","1251.0625","0","0","0","0","0","132.89973","90.15202","42.747707","29.779278","0.761971"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","18469","6206","6234","13001","13024","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","2487.6628","0","393.14447","0","0","0","0","0","0","0","0","0","0","2","1.024455","1","930.9966","908.7727","0","0","0","0","0","98.11483","73.80731","24.30752","22.442354","0.732155"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","18470","6369","6416","13007","13045","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","3522.3762","0","287.4782","0","0","0","0","0","14","2.980232","3","8649.286","2902.2188","5","2.328306","2","2192.4265","941.64","1","1.024455","1","886.15344","865","244.75157","130.38516","114.36641","51.790047","0.740294"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","18471","6127","6163","13015","13041","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","3383.4612","0","311.17453","0","0","0","0","0","0","0","0","0","0","7","3.771856","2","4414.795","1170.4568","0","0","0","0","0","139.55869","93.92388","45.634808","31.074028","0.729836"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","18472","6314","6349","13022","13051","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","2772.5671","0","331.3879","0","0","0","0","0","7","1.676381","2","4792.9585","2859.111","0","0","0","0","0","3","1.676381","1","1708.0922","1018.9167","125.262886","88.47565","36.787243","33.23195","0.565781"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","18473","6075","6106","13038","13066","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","3302.2986","0","313.23526","0","0","0","0","0","0","0","0","0","0","17","7.543713","4","10884.134","1442.8086","0","0","0","0","0","128.52252","86.892395","41.63012","28.484526","0.888711"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","18474","6306","6341","13041","13072","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","3512.7805","0","342.664","0","0","0","0","0","3","0.558794","1","1583.9934","2834.6667","1","0.884756","1","823.70825","931","0","0","0","0","0","126.753006","69.709496","57.043507","35.174072","0.778058"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","18475","6296","6325","13056","13085","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","3428.9243","0","394.61044","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","104.91349","62.398613","42.514877","31.28982","0.83991"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","18476","6059","6093","13068","13115","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","2547.926","0","330.30472","0","0","0","0","0","1","0.325963","1","781.2399","2396.7144","3","1.769513","1","1725.927","975.3684","0","0","0","0","0","219.65244","126.38047","93.27196","47.47421","0.686888"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","18477","6191","6225","13077","13105","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","3481.7722","0","288.8208","0","0","0","0","0","0","0","0","0","0","16","7.636845","4","9690.505","1268.9147","1","0.325963","1","236.69563","726.1429","128.05685","74.31954","53.737312","33.663532","0.764578"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","18478","6177","6207","13089","13116","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","3479.1277","0","281.445","0","0","0","0","0","0","0","0","0","0","1","0.325963","1","223.75024","686.4286","0","0","0","0","0","103.23711","63.097103","40.140003","29.347694","0.848552"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","18479","6029","6054","13097","13125","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","3449.6558","0","265.5621","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","92.2475","59.232117","33.015385","25.247648","0.839159"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","18480","6041","6074","13106","13136","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","3333.3862","0","333.7637","0","0","0","0","0","0","0","0","0","0","56","23.0968","4","34598.168","1497.9637","1","0.558794","1","442.23853","791.4167","130.29202","77.253204","53.038822","32.36878","0.780338"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","18481","6307","6333","13124","13153","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","3419.708","0","319.92465","0","0","0","0","0","0","0","0","0","0","1","0.698492","1","539.2358","772","6","3.399327","2","3635.4644","1069.4657","111.293045","79.721214","31.571835","25.031857","0.802236"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","18482","6109","6143","13132","13169","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","3465.4954","0","261.84647","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","159.67526","105.23945","54.435806","38.842537","0.622608"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","18483","6251","6274","13133","13157","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","3402.2666","0","248.80219","0","0","0","0","0","0","0","0","0","0","5","2.561137","2","3101.956","1211.1637","0","0","0","0","0","80.74567","63.795597","16.950071","17.910725","0.891805"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","18484","6149","6177","13154","13183","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","3527.6172","0","204.70775","0","0","0","0","0","2","0.372529","1","951.11316","2553.125","27","11.269003","4","15997.142","1419.5702","1","1.024455","1","850.34406","830.0455","120.000916","69.1507","50.850212","30.642445","0.789665"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","18485","6171","6209","13158","13202","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","3315.374","0","298.91776","0","0","0","0","0","0","0","0","0","0","9","4.284084","2","5260.9014","1228.0109","0","0","0","0","0","195.81058","115.484","80.32657","52.00584","0.553593"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","18486","6285","6323","13160","13196","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","3439.0298","0","394.07285","0","0","0","0","0","0","0","0","0","0","16","6.146729","4","9188.94","1494.9318","0","0","0","0","0","183.05145","111.24648","71.80497","41.432037","0.809494"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","18487","6028","6059","13175","13204","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","3416.5283","0","335.0411","0","0","0","0","0","0","0","0","0","0","2","1.210719","1","981.0552","810.3077","2","0.884756","1","713.57935","806.5263","131.22336","88.382515","42.84084","29.347694","0.833174"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","18488","6336","6367","13185","13213","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","3573.0784","0","226.50792","0","0","0","0","0","0","0","0","0","0","16","5.913898","4","9489.106","1604.5433","0","0","0","0","0","130.3386","88.19625","42.142345","28.91611","0.810342"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","18489","6317","6342","13205","13231","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","2955.066","0","438.33704","0","0","0","0","0","0","0","0","0","0","1","0.512227","1","358.37292","699.63635","11","5.727634","3","6799.8657","1187.2032","93.644485","71.01334","22.631138","21.147602","0.759953"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","18490","6256","6286","13210","13239","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","3454.9434","0","305.06192","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","121.21163","84.983185","36.228447","28.484526","0.751058"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","18491","6144","6168","13223","13243","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","707.5487","0","130.64725","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","72.0378","59.138985","12.898818","15.537014","0.808314"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","18492","6335","6365","13250","13275","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","3160.1975","0","374.67703","0","0","0","0","0","0","0","0","0","0","4","2.468005","2","2435.362","986.77356","0","0","0","0","0","107.33493","77.85857","29.47636","24.600273","0.795967"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","18493","6164","6207","13268","13300","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","3399.3582","0","305.9841","0","0","0","0","0","0","0","0","0","0","54","13.737008","4","33289.473","2423.3423","0","0","0","0","0","203.91307","120.18718","83.7259","42.510998","0.699466"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","18494","6279","6310","13274","13300","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","3328.3862","0","333.49234","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","120.6994","85.12289","35.576523","27.621359","0.711405"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","18495","6050","6088","13275","13307","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","3409.4817","0","344.26035","0","0","0","0","0","0","0","0","0","0","4","2.654269","2","2146.4192","808.6667","0","0","0","0","0","170.10606","108.03342","62.07265","38.19516","0.708263"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","18496","6324","6355","13292","13326","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","3445.8782","0","265.4507","0","0","0","0","0","31","6.705523","4","19181.008","2860.4792","9","4.796311","2","5156.128","1075.0194","0","0","0","0","0","154.69267","99.69808","54.9946","33.663532","0.775204"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","18497","5894","5926","12918","12951","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","2445.5579","0","313.31787","0","0","0","0","0","7","1.303852","2","4065.9216","3118.3928","1","0.512227","1","515.9061","1007.1818","3","2.04891","1","1886.9061","920.9318","152.96973","98.301094","54.668636","33.663532","0.778575"
