"Image Location","Analysis Region","Algorithm Name","Object Id","XMin","XMax","YMin","YMax","No Fluoro Nuclei","POU4F1+ Nuclei","SEMA3D+ Nuclei","SEMA3D+POU4F1-","TLE2+ Nuclei","TLE2+POU4F1-","ONECUT2+ Nuclei","ONECUT2+POU4F1-","SEMA3D+TLE2+","SEMA3D+TLE2+POU4F1-","SEMA3D+ONECUT2+","SEMA3D+ONECUT2+POU4F1-","TLE2+ONECUT2+","TLE2+ONECUT2+POU4F1-","SEMA3D+TLE2+ONECUT2+","POU4F1-SEMA3D+TLE2+ONECUT2+","20x DAPI Positive","20x DAPI Positive Nucleus","20x DAPI Nucleus Intensity","20x DAPI Positive Cytoplasm","20x DAPI Cytoplasm Intensity","POU4F1 - 520 Copies","POU4F1 - 520 Area (µm²)","POU4F1 - 520 Classification","POU4F1 - 520 Cell Intensity","POU4F1 - 520 Avg Intensity","SEMA3D - 570 Copies","SEMA3D - 570 Area (µm²)","SEMA3D - 570 Classification","SEMA3D - 570 Cell Intensity","SEMA3D - 570 Avg Intensity","TLE2 - 620 Copies","TLE2 - 620 Area (µm²)","TLE2 - 620 Classification","TLE2 - 620 Cell Intensity","TLE2 - 620 Avg Intensity","ONECUT2 - 690 Copies","ONECUT2 - 690 Area (µm²)","ONECUT2 - 690 Classification","ONECUT2 - 690 Cell Intensity","ONECUT2 - 690 Avg Intensity","Cell Area (µm²)","Cytoplasm Area (µm²)","Nucleus Area (µm²)","Nucleus Perimeter (µm)","Nucleus Roundness"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","358","1259","1295","1426","1461","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","1926.2303","0","230.78024","0","0","0","0","0","0","0","0","0","0","4","2.607703","2","2634.7117","1010.3571","0","0","0","0","0","183.33086","108.918175","74.412674","38.842537","0.862683"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","359","1337","1387","1437","1472","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1282.28","0","206.55573","0","0","0","0","0","0","0","0","0","0","339","75.018036","4","208169.08","2774.9207","50","25.564804","4","30431.85","1190.3807","248.61656","121.58416","127.0324","55.6743","0.718063"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","360","1528","1554","1443","1467","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1206.4904","0","110.90685","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","91.82841","69.98889","21.839514","20.716019","0.814355"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","361","1574","1605","1449","1484","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2817.709","0","523.93964","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","159.90808","99.55838","60.3497","34.5267","0.772933"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","362","1412","1454","1452","1489","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1962.6929","0","210.99078","0","0","0","0","0","0","0","0","0","0","12","4.842877","3","7159.589","1478.375","3","2.28174","1","1931.1439","846.3469","210.4789","121.16507","89.313835","45.31629","0.794295"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","363","1550","1583","1468","1500","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","2451.6846","0","329.01025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.465661","1","392.69217","843.3","147.14897","90.757385","56.391582","33.44774","0.870703"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","364","1478","1514","1480","1518","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","3161.5293","0","477.46048","0","0","0","0","0","0","0","0","0","0","8","3.306195","2","4182.8027","1265.1409","6","3.539026","2","2995.9717","846.5526","210.4789","120.14061","90.33829","42.295204","0.833367"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","365","1383","1416","1481","1508","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","3141.9817","0","373.72775","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","1.536682","1","1356.3317","882.63635","133.97075","90.47799","43.492764","29.779278","0.783615"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","366","1568","1597","1493","1516","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","2527.1775","0","254.55959","0","0","0","0","0","0","0","0","0","0","17","5.820766","4","10504.48","1804.656","0","0","0","0","0","97.09038","71.8981","25.192276","22.442354","0.755286"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","367","1300","1333","1500","1534","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","2266.5417","0","273.63446","0","0","0","0","0","0","0","0","0","0","3","1.676381","1","1202.1511","717.1111","6","3.259629","2","3020.605","926.67145","157.67291","99.744644","57.928265","34.958282","0.850851"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","368","1407","1436","1504","1536","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","2406.539","0","325.5623","0","0","0","0","0","0","0","0","0","0","51","16.670673","4","31749.252","1904.4972","43","18.30049","4","26009.977","1421.2722","127.3118","84.470955","42.84084","31.505611","0.641772"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","369","1506","1539","1512","1537","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","2279.7993","0","318.203","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","2.700835","1","2276.7112","842.9655","126.147644","87.17179","38.97585","28.484526","0.739441"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","370","1576","1614","1542","1571","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","2511.959","0","293.93564","0","0","0","0","0","0","0","0","0","0","7","3.911555","2","3951.4155","1010.1905","10","5.820766","3","6241.491","1072.28","160.18748","97.69574","62.491745","36.684616","0.741795"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","371","1531","1556","1542","1569","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","1865.1478","0","162.21791","0","0","0","0","0","0","0","0","0","0","5","2.468005","2","3342.7495","1354.434","0","0","0","0","0","101.14163","74.366104","26.775524","22.873938","0.87663"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","372","1399","1423","1552","1580","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1144.4469","0","104.053024","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100.48971","74.64551","25.844202","22.873938","0.797711"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","373","1463","1488","1573","1599","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","853.4357","0","97.930115","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","98.301094","73.29509","25.006012","22.01077","0.813443"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","374","1261","1296","1576","1623","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","1802.2961","0","303.16318","0","0","0","0","0","0","0","0","0","0","159","35.809353","4","97337.51","2718.2146","0","0","0","0","0","242.237","107.008965","135.22804","60.853306","0.709204"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","375","1296","1319","1590","1616","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1898.1572","0","385.22476","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","76.74098","48.894436","27.846544","25.46344","0.609345"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","376","1475","1509","1602","1628","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","2741.6816","0","342.5241","0","0","0","0","0","5","1.071021","2","2865.2139","2675.2173","11","4.470348","3","6555.44","1466.4271","5","2.840534","2","2278.3875","802.0984","132.5272","86.892395","45.634808","31.074028","0.77406"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","377","1288","1313","1618","1642","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","2176.6482","0","382.4356","0","0","0","0","0","0","0","0","0","0","14","5.029142","3","8465.582","1683.3055","13","6.658957","3","7948.1396","1193.6014","91.9681","55.69309","36.275013","25.679232","0.748883"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","378","1384","1418","1617","1642","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2112.4448","0","237.94577","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","120.978806","87.59089","33.387913","28.052942","0.646199"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","379","1257","1296","1621","1652","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","965.16394","0","311.85162","0","0","0","0","0","0","0","0","0","0","160","37.951393","4","97549.24","2570.373","32","15.366822","4","19425.898","1264.1455","165.82199","95.088036","70.73395","40.56887","0.683764"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","380","1478","1512","1628","1656","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","2402.4158","0","308.7109","0","0","0","0","0","1","0.325963","1","863.89484","2650.2856","4","2.28174","2","2015.4752","883.30615","6","3.445894","2","2852.641","827.8378","146.2642","92.62003","53.64418","32.36878","0.815987"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","381","1567","1598","1630","1666","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1993.2764","0","230.00499","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","165.68228","102.678314","63.00397","35.82145","0.820889"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","382","1256","1289","1649","1685","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","2595.682","0","417.759","0","0","0","0","0","0","0","0","0","0","23","9.639189","4","14009.373","1453.3768","2","0.931323","1","704.35925","756.3","155.43774","80.186874","75.25086","40.784664","0.802459"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","383","1491","1518","1659","1691","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","3326.472","0","294.29715","0","0","0","0","0","0","0","0","0","0","1","0.651926","1","580.4468","890.3571","0","0","0","0","0","125.728546","86.65957","39.06898","28.484526","0.769394"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","384","1240","1272","1664","1693","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2983.7478","0","354.46317","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","112.8763","66.356735","46.51956","34.310905","0.754853"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","385","1205","1233","1680","1702","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","1418.7825","0","176.37996","0","0","0","0","0","0","0","0","0","0","2","1.117587","1","922.0559","825.0417","0","0","0","0","0","97.882","73.900444","23.981556","21.147602","0.761388"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","386","1376","1417","1684","1712","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1503.3523","0","185.26462","0","0","0","0","0","0","0","0","0","0","3","1.909211","1","1625.0182","851.14636","2","1.536682","1","1478.754","962.30304","170.57173","105.93794","64.63379","37.1162","0.728221"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","387","1346","1386","1696","1731","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2375.0496","0","247.15457","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","192.92348","112.96943","79.95404","42.295204","0.75444"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","388","1311","1336","1697","1720","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1791.7653","0","166.00209","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","84.84348","66.58956","18.253922","19.421268","0.756925"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","389","1843","1876","1311","1344","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","3133.2285","0","353.36487","0","0","0","0","0","0","0","0","0","0","5","2.561137","2","2988.6606","1166.9272","0","0","0","0","0","145.42603","72.87599","72.550026","38.842537","0.766092"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","390","1869","1898","1322","1350","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","2963.1104","0","313.56006","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.372529","1","297.0919","797.5","113.38853","63.190235","50.198288","31.074028","0.852095"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","391","1720","1748","1329","1354","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1756.2948","0","157.34926","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","102.07295","75.0646","27.008354","22.873938","0.834353"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","392","1764","1797","1340","1364","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","2134.855","0","190.90813","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","2.28174","1","2055.8945","901.0204","108.07999","75.018036","33.06195","27.621359","0.701049"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","393","1837","1863","1343","1371","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","2428.974","0","582.6852","0","0","0","0","0","0","0","0","0","0","9","5.122274","2","5262.671","1027.409","0","0","0","0","0","114.78551","77.06694","37.718563","28.484526","0.679584"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","394","1862","1896","1349","1372","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","2724.1716","0","554.60895","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.651926","1","545.98785","837.5","120.60627","77.99827","42.60801","29.779278","0.779266"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","395","1744","1767","1354","1375","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1138.5662","0","375.8413","0","0","0","0","0","13","2.840534","3","8431.449","2968.2622","107","21.187588","4","65280.59","3081.077","11","5.681067","3","6932.9517","1220.3606","77.39291","49.592926","27.799978","24.16869","0.755088"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","396","1968","1993","1361","1385","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2494.4763","0","240.217","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","87.12523","67.38119","19.744038","19.205477","0.827745"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","397","1838","1868","1370","1400","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","3294.0615","0","385.46857","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","133.64479","82.98084","50.663948","31.937197","0.896941"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","398","1739","1774","1375","1403","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","2508.1755","0","625.16583","0","0","0","0","0","0","0","0","0","0","77","20.256266","4","47082.035","2324.3196","26","12.38659","4","15550.106","1255.3984","127.0324","67.38119","59.65121","36.037243","0.794667"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","399","1677","1709","1375","1401","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1098.0426","0","82.70424","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","116.22906","83.4465","32.782555","27.621359","0.700379"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","400","1915","1949","1379","1408","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","2498.681","0","315.80533","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1.164153","1","991.16003","851.4","141.70073","90.89708","50.803646","31.937197","0.782446"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","401","1727","1758","1389","1422","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","2844.1204","0","389.55814","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.651926","1","499.8874","766.7857","121.67729","74.505806","47.17149","35.60566","0.661512"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","402","1901","1926","1397","1425","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1956.2114","0","260.11014","0","0","0","0","0","0","0","0","0","0","3","1.583248","1","1827.7206","1154.4117","1","0.325963","1","238.37201","731.2857","93.78418","69.33697","24.447218","22.226562","0.785958"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","403","1617","1659","1413","1447","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2324.0396","0","283.26862","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","191.10739","114.41298","76.69441","42.295204","0.757007"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","404","1939","1968","1424","1451","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","2110.0125","0","219.204","0","0","0","0","0","0","0","0","0","0","1","0.465661","1","348.2215","747.8","0","0","0","0","0","105.14632","79.208984","25.937334","25.895023","0.669857"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","405","1687","1719","1438","1469","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","2623.0605","0","313.978","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0.745058","1","624.0793","837.625","150.22234","99.418686","50.803646","33.23195","0.739443"
